Date,open,close,high,low,volume,money
2021/2/3,5499.3,5485.2,5532.89,5473.12,18805431700,4.04E+11
2021/2/4,5453.98,5473.95,5510.05,5411.57,18057565400,3.98E+11
2021/2/5,5494.7,5483.41,5550.77,5477.65,18969959800,3.95E+11
2021/2/8,5506.14,5564.56,5576.49,5479.85,16403377500,3.68E+11
2021/2/9,5584.17,5686.25,5686.25,5555.05,16488726000,3.79E+11
2021/2/10,5709.68,5807.72,5823.42,5707.33,17016978600,4.17E+11
2021/2/18,5922.07,5768.38,5930.91,5747.66,21884868600,5.07E+11
2021/2/19,5734.02,5778.84,5787.89,5667.32,21447578000,4.56E+11
2021/2/22,5785.51,5597.33,5785.51,5597.33,28212438200,5.44E+11
2021/2/23,5542.68,5579.67,5644.76,5541.11,23380772700,4.25E+11
2021/2/24,5591.48,5437.57,5598.83,5379.73,22542861000,4.72E+11
2021/2/25,5494.47,5469.56,5527.63,5444.16,23073602800,4.12E+11
2021/2/26,5343.9,5336.76,5416.32,5318.86,21226454300,4.06E+11
2021/3/1,5389.25,5418.78,5421.56,5345.94,17746352300,3.58E+11
2021/3/2,5453.28,5349.63,5454.97,5305.05,19651111500,3.76E+11
2021/3/3,5327.35,5452.21,5452.4,5316.48,19470905400,3.38E+11
2021/3/4,5388.48,5280.71,5392.37,5254.78,21277521100,3.84E+11
2021/3/5,5191.97,5262.8,5307.82,5174.25,20262795600,3.53E+11
2021/3/8,5299.79,5080.02,5326.26,5079.8,23023163500,4.07E+11
2021/3/9,5066.15,4971,5094.31,4917.91,23071100400,4.14E+11
2021/3/10,5047.06,5003.61,5055.28,4981.62,16992849000,3.10E+11
2021/3/11,5024.56,5128.22,5138.41,5020.58,18960076600,3.34E+11
2021/3/12,5153.67,5146.38,5153.67,5086.82,20102058900,3.23E+11
2021/3/15,5116.12,5035.54,5120.88,4992.4,20415308400,3.31E+11
2021/3/16,5054.41,5079.36,5084.31,5009.95,16139005400,2.72E+11
2021/3/17,5062.77,5100.86,5123.55,5020.13,14916237600,2.63E+11
2021/3/18,5114.59,5141.77,5160.46,5111.13,14290151800,2.61E+11
